Score, Film Name, Year, Date Rated, Mini Review, URL, IMDB ID
100,"Requiem for a Dream",2000,"Oct 27 2011, 19:41","",https://www.criticker.com/film/Requiem-for-a-Dream/,tt0180093
100,"Saving Private Ryan",1998,"Oct 27 2011, 19:58","",https://www.criticker.com/film/Saving-Private-Ryan/,tt0120815
100,"Schindler's List",1993,"Oct 27 2011, 20:35","",https://www.criticker.com/film/Schindlers-List/,tt0108052
100,"The Shawshank Redemption",1994,"Oct 27 2011, 20:29","",https://www.criticker.com/film/The-Shawshank-Redemption/,tt0111161
100,"The Social Network",2010,"Oct 26 2011, 12:45","",https://www.criticker.com/film/The-Social-Network/,tt1285016
100,"Star Wars: Episode IV - A New Hope",1977,"Oct 28 2011, 10:05","",https://www.criticker.com/film/Star-Wars-Episode-IV/,tt0076759
100,"Star Wars: Episode V - The Empire Strikes Back",1980,"Oct 28 2011, 10:01","",https://www.criticker.com/film/Star-Wars-Episode-V/,tt0080684
100,"The Truman Show",1998,"Oct 27 2011, 19:57","",https://www.criticker.com/film/The-Truman-Show/,tt0120382
85,"1917",2019,"Jan 05 2020, 19:17","",https://www.criticker.com/film/1917-2019/,tt8579674
85,"50/50",2011,"Oct 26 2011, 11:55","",https://www.criticker.com/film/5050-2011/,tt1306980
85,"About Time",2013,"Jan 04 2014, 10:50","",https://www.criticker.com/film/About-Time/,tt2194499
85,"The Animatrix",2003,"Oct 27 2011, 11:22","",https://www.criticker.com/film/The-Animatrix/,tt0328832
85,"Arcane",2021,"Nov 25 2021, 11:29","",https://www.criticker.com/tv/Arcane/,tt11126994
85,"Avatar: The Last Airbender",2005,"Sep 04 2018, 18:58","",https://www.criticker.com/tv/Avatar-The-Last-Airbender/,tt0417299
85,"Back to the Future Part II",1989,"Oct 27 2011, 21:14","",https://www.criticker.com/film/Back-to-the-Future-Part/,tt0096874
85,"The Beatles: Get Back",2021,"Nov 27 2021, 19:03","",https://www.criticker.com/tv/The-Beatles-Get-Back/,tt9735318
85,"The Big Short",2015,"Dec 31 2015, 18:51","",https://www.criticker.com/film/The-Big-Short/,tt1596363
85,"Black Mirror",2011,"Nov 19 2016, 17:52","",https://www.criticker.com/tv/Black-Mirror/,tt2085059
85,"Black Swan",2010,"Oct 26 2011, 12:54","",https://www.criticker.com/film/Black-Swan/,tt0947798
85,"Bohemian Rhapsody",2018,"Nov 02 2018, 12:44","",https://www.criticker.com/film/Bohemian-Rhapsody/,tt1727824
85,"Chernobyl",2019,"May 17 2019, 18:37","",https://www.criticker.com/tv/Chernobyl/,tt7366338
85,"Children of Men",2006,"Oct 26 2011, 13:49","",https://www.criticker.com/film/Children-of-Men/,tt0206634
85,"Coherence",2013,"May 25 2017, 21:49","",https://www.criticker.com/film/Coherence/,tt2866360
85,"Community",2009,"Nov 19 2016, 17:53","",https://www.criticker.com/tv/Community-2009/,tt1439629
85,"D'Artanyan i tri mushketyora",1978,"Oct 28 2011, 10:04","",https://www.criticker.com/tv/DArtanyan-i-tri-mushketyora/,tt0076998
85,"Dances with Wolves",1990,"Oct 02 2020, 16:11","",https://www.criticker.com/film/Dances-with-Wolves/,tt0099348
85,"The Dark Knight",2008,"Oct 26 2011, 13:21","",https://www.criticker.com/film/The-Dark-Knight/,tt0468569
85,"David Attenborough: A Life on Our Planet",2020,"Dec 19 2020, 19:20","",https://www.criticker.com/film/David-Attenborough-A-Life-on/,tt11989890
85,"Dear Zachary: A Letter to a Son About His Father",2008,"Feb 26 2016, 17:19","",https://www.criticker.com/film/Dear-Zachary-A-Letter-to/,tt1152758
85,"The Deer Hunter",1978,"Aug 19 2016, 16:14","",https://www.criticker.com/film/The-Deer-Hunter/,tt0077416
85,"A Detective Story",2003,"Dec 03 2016, 17:12","",https://www.criticker.com/film/A-Detective-Story/,tt0366177
85,"Donnie Darko",2001,"Oct 27 2011, 19:29","",https://www.criticker.com/film/Donnie-Darko/,tt0246578
85,"Dune",2021,"Oct 28 2021, 19:17","",https://www.criticker.com/film/Dune-2021/,tt1160419
85,"Eternal Sunshine of the Spotless Mind",2004,"Oct 26 2011, 19:32","",https://www.criticker.com/film/Eternal-Sunshine-of-the-Spotless/,tt0338013
85,"Ex Machina",2015,"May 15 2015, 05:27","",https://www.criticker.com/film/Ex-Machina/,tt0470752
85,"First Man",2018,"Oct 19 2018, 11:20","",https://www.criticker.com/film/First-Man/,tt1213641
85,"Game of Thrones",2011,"Nov 19 2016, 17:56","",https://www.criticker.com/tv/Game-of-Thrones/,tt0944947
85,"Ghost in the Shell",1995,"Oct 27 2011, 20:25","",https://www.criticker.com/film/Ghost-in-the-Shell/,tt0113568
85,"Ghostbusters",1984,"Oct 28 2011, 09:58","",https://www.criticker.com/film/Ghostbusters/,tt0087332
85,"The Girl with the Dragon Tattoo",2011,"Dec 29 2011, 17:50","",https://www.criticker.com/film/The-Girl-with-the-Dragon/,tt1568346
85,"Green Book",2018,"Jan 22 2019, 22:12","",https://www.criticker.com/film/Green-Book/,tt6966692
85,"Hachiko: A Dog's Story",2009,"Oct 26 2011, 13:07","",https://www.criticker.com/film/Hachiko-A-Dogs-Story/,tt1028532
85,"Hacksaw Ridge",2016,"Nov 11 2016, 19:41","",https://www.criticker.com/film/Hacksaw-Ridge/,tt2119532
85,"House M.D.",2004,"Nov 19 2016, 17:57","",https://www.criticker.com/tv/House-MD/,tt0412142
85,"Incendies",2010,"Nov 05 2021, 19:19","",https://www.criticker.com/film/Incendies/,tt1255953
85,"Inception",2010,"Oct 26 2011, 12:50","",https://www.criticker.com/film/Inception/,tt1375666
85,"Indie Game: The Movie",2012,"Jul 15 2012, 12:31","",https://www.criticker.com/film/Indie-Game-The-Movie/,tt1942884
85,"Inside Llewyn Davis",2013,"Jan 17 2014, 07:28","",https://www.criticker.com/film/Inside-Llewyn-Davis/,tt2042568
85,"Interstellar",2014,"Nov 06 2014, 12:50","",https://www.criticker.com/film/Interstellar/,tt0816692
85,"Into the Wild",2007,"Jan 17 2012, 14:36","",https://www.criticker.com/film/Into-the-Wild/,tt0758758
85,"Joker",2019,"Oct 09 2019, 20:28","",https://www.criticker.com/film/Joker-2019/,tt7286456
85,"La La Land",2016,"Jan 16 2017, 18:14","",https://www.criticker.com/film/La-La-Land/,tt3783958
85,"The Lady in Number 6: Music Saved My Life",2013,"Apr 21 2020, 13:07","",https://www.criticker.com/film/The-Lady-in-Number-6/,tt2924484
85,"The Lion King",1994,"Oct 27 2011, 20:31","",https://www.criticker.com/film/The-Lion-King/,tt0110357
85,"The Lives of Others",2006,"Sep 10 2016, 12:35","",https://www.criticker.com/film/The-Lives-of-Others/,tt0405094
85,"The Lord of the Rings: The Two Towers",2002,"Oct 27 2011, 11:25","",https://www.criticker.com/film/The-Lord-of-the-Rings-2002/,tt0167261
85,"Lost in Translation",2003,"Oct 27 2011, 11:19","",https://www.criticker.com/film/Lost-in-Translation/,tt0335266
85,"Love, Antosha",2019,"Dec 10 2019, 21:11","",https://www.criticker.com/film/Love-Antosha/,tt9351746
85,"Manchester by the Sea",2016,"Jan 06 2017, 11:21","",https://www.criticker.com/film/Manchester-by-the-Sea/,tt4034228
85,"Mare of Easttown",2021,"May 31 2021, 16:58","",https://www.criticker.com/tv/Mare-of-Easttown/,tt10155688
85,"Margin Call",2011,"Oct 26 2011, 11:54","",https://www.criticker.com/film/Margin-Call/,tt1615147
85,"The Martian",2015,"Oct 05 2015, 14:22","",https://www.criticker.com/film/The-Martian/,tt3659388
85,"Midnight in Paris",2011,"Oct 26 2011, 12:16","",https://www.criticker.com/film/Midnight-in-Paris/,tt1605783
85,"Midnight Mass",2021,"Nov 19 2021, 09:47","",https://www.criticker.com/tv/Midnight-Mass-2021/,tt10574558
85,"Monty Python and the Holy Grail",1975,"Oct 28 2011, 10:06","Possibly the most quotable movie ever",https://www.criticker.com/film/Monty-Python-and-the-Holy/,tt0071853
85,"Moscow Does Not Believe in Tears",1980,"Feb 03 2017, 23:23","",https://www.criticker.com/film/Moscow-Does-Not-Believe-in/,tt0079579
85,"Once Upon a Time in Hollywood",2019,"Aug 25 2019, 22:31","",https://www.criticker.com/film/Once-Upon-a-Time-in-2019-b/,tt7131622
85,"One Flew Over the Cuckoo's Nest",1975,"Oct 28 2011, 10:06","",https://www.criticker.com/film/One-Flew-Over-the-Cuckoos/,tt0073486
85,"Paths of Glory",1957,"Jul 06 2018, 10:58","",https://www.criticker.com/film/Paths-of-Glory/,tt0050825
85,"Pink Floyd: The Story of Wish You Were Here",2012,"Jul 12 2013, 20:22","",https://www.criticker.com/film/Pink-Floyd-The-Story-of/,tt2296909
85,"Portrait of a Lady on Fire",2019,"Dec 19 2019, 17:45","",https://www.criticker.com/film/Portrait-of-a-Lady-on/,tt8613070
85,"Priklyucheniya Sherloka Kholmsa i doktora Vatsona",1980,"Nov 16 2012, 11:33","",https://www.criticker.com/tv/Priklyucheniya-Sherloka-Kholmsa-i-doktora-1980/,tt0229922
85,"Priklyucheniya Sherloka Kholmsa i doktora Vatsona: Korol shantazha",1980,"Sep 19 2014, 17:41","",https://www.criticker.com/tv/Priklyucheniya-Sherloka-Kholmsa-i-doktora-1980-b/,tt0459944
85,"Priklyucheniya Sherloka Kholmsa i doktora Vatsona: Okhota na tigra",1980,"Sep 19 2014, 17:41","",https://www.criticker.com/tv/Priklyucheniya-Sherloka-Kholmsa-i-doktora-1980-c/,tt0459945
85,"Priklyucheniya Sherloka Kholmsa i doktora Vatsona: Sobaka Baskerviley",1981,"Oct 28 2011, 10:00","",https://www.criticker.com/tv/Priklyucheniya-Sherloka-Kholmsa-i-doktora/,tt0083100
85,"Pulp Fiction",1994,"Oct 27 2011, 20:30","",https://www.criticker.com/film/Pulp-Fiction/,tt0110912
85,"The Queen's Gambit",2020,"Nov 01 2020, 21:25","",https://www.criticker.com/tv/The-Queens-Gambit/,tt10048342
85,"Rick and Morty",2013,"Jan 18 2021, 21:04","",https://www.criticker.com/tv/Rick-and-Morty/,tt2861424
85,"Sherlok Kholms i doktor Vatson: Znakomstvo",1979,"Sep 19 2014, 17:41","",https://www.criticker.com/tv/Sherlok-Kholms-i-doktor-Vatson-1979/,tt0079902
85,"Silence",2016,"Jan 21 2017, 17:09","",https://www.criticker.com/film/Silence-2016/,tt0490215
85,"Snowden",2016,"Nov 19 2016, 09:54","",https://www.criticker.com/film/Snowden/,tt3774114
85,"Sound of Metal",2020,"Dec 09 2020, 20:51","",https://www.criticker.com/film/Sound-of-Metal/,tt5363618
85,"Star Wars: Episode III - Revenge of the Sith",2005,"Oct 26 2011, 19:11","",https://www.criticker.com/film/Star-Wars-Episode-III/,tt0121766
85,"Star Wars: Episode VI - Return of the Jedi",1983,"Oct 28 2011, 09:59","",https://www.criticker.com/film/Star-Wars-Episode-VI/,tt0086190
85,"Star Wars: The Clone Wars",2008,"Aug 29 2020, 21:10","",https://www.criticker.com/tv/Star-Wars-The-Clone-Wars-2008/,tt0458290
85,"Tenet",2020,"Dec 04 2020, 19:45","",https://www.criticker.com/film/Tenet/,tt6723592
85,"They Shall Not Grow Old",2018,"Dec 20 2018, 20:41","",https://www.criticker.com/film/They-Shall-Not-Grow-Old/,tt7905466
85,"Threat Level Midnight: The Movie",2019,"Jan 22 2021, 00:02","",https://www.criticker.com/tv/Threat-Level-Midnight-The-Movie/,tt11620828
85,"To the Forest of Firefly Lights",2011,"Jan 02 2021, 18:16","",https://www.criticker.com/film/To-the-Forest-of-Firefly/,tt2061702
85,"Tolkien",2019,"Jul 30 2019, 23:50","",https://www.criticker.com/film/Tolkien/,tt3361792
85,"V for Vendetta",2006,"Oct 26 2011, 13:40","",https://www.criticker.com/film/V-for-Vendetta/,tt0434409
85,"Whiplash",2014,"Dec 20 2014, 15:04","",https://www.criticker.com/film/Whiplash-2014/,tt2582802
85,"Wild Tales",2014,"Jan 01 2016, 18:59","",https://www.criticker.com/film/Wild-Tales/,tt3011894
85,"Wind River",2017,"Oct 27 2017, 12:06","",https://www.criticker.com/film/Wind-River-2017/,tt5362988
85,"Zero Dark Thirty",2012,"Jan 05 2013, 13:36","",https://www.criticker.com/film/Zero-Dark-Thirty/,tt1790885
75,"(500) Days of Summer",2009,"Oct 26 2011, 13:10","",https://www.criticker.com/film/500-Days-of-Summer/,tt1022603
75,"[Rec]",2007,"Oct 26 2011, 13:25","",https://www.criticker.com/film/Rec/,tt1038988
75,"10 Cloverfield Lane",2016,"May 06 2016, 13:13","",https://www.criticker.com/film/10-Cloverfield-Lane/,tt1179933
75,"101 Dalmatians",1996,"Oct 27 2011, 20:22","",https://www.criticker.com/film/101-Dalmatians/,tt0115433
75,"11.22.63",2016,"Jun 22 2016, 18:20","",https://www.criticker.com/tv/112263-2016/,tt2879552
75,"12 Angry Men",1957,"Dec 10 2011, 12:52","",https://www.criticker.com/film/12-Angry-Men/,tt0050083
75,"12 Monkeys",1995,"Oct 27 2011, 20:28","",https://www.criticker.com/film/12-Monkeys/,tt0114746
75,"12 Years a Slave",2013,"Jan 01 2014, 21:38","",https://www.criticker.com/film/12-Years-a-Slave/,tt2024544
75,"12:01 PM",1990,"Mar 06 2017, 19:55","",https://www.criticker.com/film/1201-PM/,tt0098962
75,"127 Hours",2010,"Oct 26 2011, 12:55","",https://www.criticker.com/film/127-Hours/,tt1542344
75,"13 Hours: The Secret Soldiers of Benghazi",2016,"Aug 29 2016, 22:07","",https://www.criticker.com/film/13-Hours-The-Secret-Soldiers/,tt4172430
75,"13th",2016,"Jan 21 2017, 08:05","",https://www.criticker.com/film/13th/,tt5895028
75,"2001: A Space Odyssey",1968,"Apr 27 2013, 17:18","",https://www.criticker.com/film/2001-A-Space-Odyssey/,tt0062622
75,"21 Jump Street",2012,"Mar 28 2012, 13:09","",https://www.criticker.com/film/21-Jump-Street/,tt1232829
75,"22 Jump Street",2014,"Oct 03 2014, 19:47","",https://www.criticker.com/film/22-Jump-Street/,tt2294449
75,"28 Days Later",2002,"Oct 27 2011, 11:33","",https://www.criticker.com/film/28-Days-Later/,tt0289043
75,"3:10 to Yuma",2007,"Oct 26 2011, 13:33","",https://www.criticker.com/film/310-to-Yuma-2007/,tt0381849
75,"The 40-Year-Old Virgin",2005,"Dec 27 2018, 23:44","",https://www.criticker.com/film/The-40-Year-Old-Virgin/,tt0405422
75,"5 Centimeters per Second",2007,"Oct 26 2011, 13:33","",https://www.criticker.com/film/5-Centimeters-per-Second/,tt0983213
75,"8:46",2020,"Oct 19 2021, 10:41","",https://www.criticker.com/tv/846-2020/,tt12498618
75,"A Scandal in Belgravia",2012,"Oct 26 2012, 11:53","",https://www.criticker.com/tv/A-Scandal-in-Belgravia/,tt1942612
75,"About a Boy",2002,"Aug 03 2019, 19:56","",https://www.criticker.com/film/About-a-Boy/,tt0276751
75,"Above and Beyond",2014,"Mar 26 2017, 19:46","",https://www.criticker.com/film/Above-and-Beyond-2014/,tt2704752
75,"The Abyss",1989,"Oct 27 2011, 21:15","",https://www.criticker.com/film/The-Abyss/,tt0096754
75,"The Act of Killing",2012,"Feb 08 2020, 16:40","",https://www.criticker.com/film/The-Act-of-Killing/,tt2375605
75,"The Adjustment Bureau",2011,"Oct 26 2011, 12:20","",https://www.criticker.com/film/The-Adjustment-Bureau/,tt1385826
75,"After Life",2019,"Jul 21 2020, 16:26","",https://www.criticker.com/tv/After-Life-2019/,tt8398600
75,"The Age of Adaline",2015,"Aug 07 2015, 11:33","",https://www.criticker.com/film/The-Age-of-Adaline/,tt1655441
75,"Agora",2009,"Aug 10 2019, 12:12","",https://www.criticker.com/film/Agora/,tt1186830
75,"Akira",1988,"Jan 31 2012, 14:58","",https://www.criticker.com/film/Akira/,tt0094625
75,"Alice in Wonderland",1951,"Oct 28 2011, 10:11","",https://www.criticker.com/film/Alice-in-Wonderland-1951/,tt0043274
75,"Alien",1979,"Oct 28 2011, 10:03","",https://www.criticker.com/film/Alien/,tt0078748
75,"Aliens",1986,"Nov 02 2011, 11:40","",https://www.criticker.com/film/Aliens/,tt0090605
75,"All the Money in the World",2017,"Dec 28 2017, 16:44","",https://www.criticker.com/film/All-the-Money-in-the/,tt5294550
75,"Almost Famous",2000,"Dec 31 2016, 08:56","",https://www.criticker.com/film/Almost-Famous/,tt0181875
75,"American History X",1998,"Oct 27 2011, 20:01","",https://www.criticker.com/film/American-History-X/,tt0120586
75,"American Hustle",2013,"Dec 31 2013, 10:34","",https://www.criticker.com/film/American-Hustle/,tt1800241
75,"American Psycho",2000,"Oct 27 2011, 19:47","",https://www.criticker.com/film/American-Psycho/,tt0144084
75,"American Sniper",2014,"Jan 16 2015, 15:37","",https://www.criticker.com/film/American-Sniper/,tt2179136
75,"Annihilation",2018,"Mar 13 2018, 19:07","",https://www.criticker.com/film/Annihilation/,tt2798920
75,"Another Earth",2011,"Nov 16 2017, 20:02","",https://www.criticker.com/film/Another-Earth/,tt1549572
75,"Another Round",2020,"Dec 19 2020, 14:49","",https://www.criticker.com/film/Another-Round/,tt10288566
75,"Apocalypse Now",1979,"Sep 07 2013, 16:08","",https://www.criticker.com/film/Apocalypse-Now/,tt0078788
75,"Apollo 13",1995,"Oct 27 2011, 20:28","",https://www.criticker.com/film/Apollo-13/,tt0112384
75,"Argo",2012,"Dec 14 2012, 16:34","",https://www.criticker.com/film/Argo/,tt1024648
75,"Arkangel",2017,"Feb 09 2019, 17:01","",https://www.criticker.com/tv/Black-Mirror-Arkangel/,tt5709250
75,"The Artist",2011,"Jan 19 2012, 16:23","such a great movie...",https://www.criticker.com/film/The-Artist/,tt1655442
75,"Atonement",2007,"Oct 26 2011, 13:33","",https://www.criticker.com/film/Atonement/,tt0783233
75,"Attack of the Clones Review",2010,"Mar 24 2019, 22:33","",https://www.criticker.com/film/Attack-of-the-Clones-Review/,tt2200252
75,"Autómata",2014,"Jan 11 2016, 06:30","",https://www.criticker.com/film/Automata/,tt1971325
75,"Avengers: Endgame",2019,"Apr 24 2019, 19:46","",https://www.criticker.com/film/Avengers-Endgame/,tt4154796
75,"Avengers: Infinity War",2018,"May 05 2018, 12:30","",https://www.criticker.com/film/Avengers-Infinity-War/,tt4154756
75,"Awakenings",1990,"Sep 23 2016, 15:58","",https://www.criticker.com/film/Awakenings/,tt0099077
75,"Azazel",2002,"Oct 27 2011, 11:33","",https://www.criticker.com/tv/Azazel/,tt0312403
75,"Bad Education",2020,"Dec 16 2020, 21:03","",https://www.criticker.com/film/Bad-Education-2020/,tt8206668
75,"Bambi",1942,"Oct 28 2011, 10:11","",https://www.criticker.com/film/Bambi/,tt0034492
75,"Banking on Bitcoin",2016,"Feb 02 2018, 16:11","",https://www.criticker.com/film/Banking-on-Bitcoin/,tt5033790
75,"Barefoot Gen",1983,"Oct 17 2014, 07:55","",https://www.criticker.com/film/Barefoot-Gen/,tt0085218
75,"Batman Begins",2005,"Oct 26 2011, 19:18","",https://www.criticker.com/film/Batman-Begins/,tt0372784
75,"Batman: Gotham Knight",2008,"Oct 26 2011, 13:16","",https://www.criticker.com/film/Batman-Gotham-Knight/,tt1117563
75,"Batman: Under the Red Hood",2010,"Dec 24 2011, 18:23","",https://www.criticker.com/film/Batman-Under-the-Red-Hood/,tt1569923
75,"Batman: Year One",2011,"Nov 03 2011, 18:03","it's more of Commissioner Gordon's story than Batman's but it's still surprisingly good... Voiced by Bryan Cranston, it can't get better than that",https://www.criticker.com/film/Batman-Year-One/,tt1672723
75,"Battle Royale",2000,"Nov 28 2011, 12:17","",https://www.criticker.com/film/Battle-Royale/,tt0266308
75,"Battlestar Galactica",2003,"Dec 29 2020, 21:14","",https://www.criticker.com/tv/Battlestar-Galactica-2003/,tt0314979
75,"Be Right Back",2013,"Dec 25 2014, 20:24","",https://www.criticker.com/tv/Black-Mirror-Be-Right-Back/,tt2290780
75,"The Beatles Anthology",1995,"Aug 06 2013, 10:08","",https://www.criticker.com/tv/The-Beatles-Anthology/,tt0111893
75,"Beaufort",2007,"Oct 26 2011, 13:32","",https://www.criticker.com/film/Beaufort/,tt0758732
75,"Beautiful Boy",2018,"Jun 17 2019, 19:20","",https://www.criticker.com/film/Beautiful-Boy-2018/,tt1226837
75,"A Beautiful Mind",2001,"Oct 27 2011, 19:30","",https://www.criticker.com/film/A-Beautiful-Mind/,tt0268978
75,"Best of the Worst",2013,"Mar 24 2019, 22:34","",https://www.criticker.com/tv/Best-of-the-Worst/,tt3787912
75,"Bethlehem",2013,"Aug 16 2016, 18:18","",https://www.criticker.com/film/Bethlehem/,tt2915160
75,"Beyond",2003,"Apr 18 2012, 18:43","",https://www.criticker.com/film/Beyond/,tt0372764
75,"Big",1988,"Oct 28 2011, 09:52","",https://www.criticker.com/film/Big/,tt0094737
75,"The Big Lebowski",1998,"Apr 09 2012, 11:49","",https://www.criticker.com/film/The-Big-Lebowski/,tt0118715
75,"The Big Sick",2017,"Sep 08 2017, 11:10","",https://www.criticker.com/film/The-Big-Sick/,tt5462602
75,"Black Museum",2017,"Feb 09 2019, 17:01","",https://www.criticker.com/tv/Black-Mirror-Black-Museum/,tt5058700
75,"BlacKkKlansman",2018,"Nov 30 2018, 18:41","",https://www.criticker.com/film/BlacKkKlansman/,tt7349662
75,"Blade Runner 2049",2017,"Oct 05 2017, 20:32","",https://www.criticker.com/film/Blade-Runner-2049/,tt1856101
75,"Blade Runner Blackout 2022",2017,"Dec 06 2018, 23:34","",https://www.criticker.com/film/Blade-Runner-Blackout-2022/,tt7428594
75,"Blinky",2010,"Oct 28 2011, 10:15","",https://www.criticker.com/film/Blinky/,tt1520494
75,"Blue Ruin",2014,"Sep 24 2014, 18:42","",https://www.criticker.com/film/Blue-Ruin/,tt2359024
75,"Blue Valentine",2010,"Oct 26 2011, 12:53","",https://www.criticker.com/film/Blue-Valentine/,tt1120985
75,"The Blues Brothers",1980,"Oct 28 2011, 10:02","",https://www.criticker.com/film/The-Blues-Brothers/,tt0080455
75,"Booksmart",2019,"Jun 13 2019, 19:38","",https://www.criticker.com/film/Booksmart/,tt1489887
75,"The Boondock Saints",1999,"Dec 19 2014, 22:23","",https://www.criticker.com/film/The-Boondock-Saints/,tt0144117
75,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",2006,"Oct 22 2020, 20:58","",https://www.criticker.com/film/Borat-Cultural-Learnings-of-America/,tt0443453
75,"The Bourne Identity",2002,"Oct 27 2011, 11:33","",https://www.criticker.com/film/The-Bourne-Identity-2002/,tt0258463
75,"The Boy in the Bubble",2011,"Mar 04 2016, 21:10","",https://www.criticker.com/film/The-Boy-in-the-Bubble/,tt1990340
75,"The Boy in the Striped Pajamas",2008,"Nov 24 2012, 10:49","",https://www.criticker.com/film/The-Boy-in-the-Striped/,tt0914798
75,"The Boys",2019,"Apr 15 2021, 13:32","",https://www.criticker.com/tv/The-Boys-2019/,tt1190634
75,"Brain on Fire",2016,"May 12 2019, 21:56","",https://www.criticker.com/film/Brain-on-Fire/,tt3704700
75,"The Brand New Testament",2015,"Jan 08 2016, 14:43","",https://www.criticker.com/film/The-Brand-New-Testament/,tt3792960
75,"The Breakfast Club",1985,"Jul 23 2015, 18:17","",https://www.criticker.com/film/The-Breakfast-Club/,tt0088847
75,"Brigsby Bear",2017,"Jan 20 2018, 15:58","",https://www.criticker.com/film/Brigsby-Bear/,tt5805752
75,"A Brilliant Young Mind",2014,"Sep 07 2019, 01:01","",https://www.criticker.com/film/A-Brilliant-Young-Mind/,tt3149038
75,"Den Brysomme mannen",2006,"Jan 14 2016, 19:30","",https://www.criticker.com/film/Den-Brysomme-mannen/,tt0808185
75,"The Bucket List",2007,"Oct 26 2011, 13:31","",https://www.criticker.com/film/The-Bucket-List/,tt0825232
75,"Buffy the Vampire Slayer",1997,"May 31 2021, 10:22","",https://www.criticker.com/tv/Buffy-the-Vampire-Slayer-1997/,tt0118276
75,"Buried",2010,"Oct 26 2011, 12:53","",https://www.criticker.com/film/Buried/,tt1462758
75,"Burnt by the Sun",1994,"Nov 16 2018, 09:18","",https://www.criticker.com/film/Burnt-by-the-Sun/,tt0111579
75,"The Butterfly Effect",2004,"Oct 26 2011, 19:35","",https://www.criticker.com/film/The-Butterfly-Effect/,tt0289879
75,"The Cabin in the Woods",2012,"Apr 19 2012, 21:02","",https://www.criticker.com/film/The-Cabin-in-the-Woods/,tt1259521
75,"La Cabina",1972,"Oct 28 2011, 10:12","",https://www.criticker.com/tv/La-Cabina/,tt0065513
75,"Call Me by Your Name",2017,"Dec 28 2017, 22:15","",https://www.criticker.com/film/Call-Me-by-Your-Name/,tt5726616
75,"The Call of the Wild",2020,"Feb 21 2020, 18:11","",https://www.criticker.com/film/The-Call-of-the-Wild-2020/,tt7504726
75,"Calvary",2014,"Sep 11 2014, 15:23","",https://www.criticker.com/film/Calvary/,tt2234003
75,"El Camino: A Breaking Bad Movie",2019,"Oct 31 2019, 15:18","",https://www.criticker.com/film/El-Camino-A-Breaking-Bad/,tt9243946
75,"Captain Fantastic",2016,"Sep 24 2016, 08:37","",https://www.criticker.com/film/Captain-Fantastic/,tt3553976
75,"Carnage",2011,"Dec 10 2011, 12:53","",https://www.criticker.com/film/Carnage-2011/,tt1692486
75,"Carrie",1976,"Feb 08 2013, 22:50","",https://www.criticker.com/film/Carrie-1976/,tt0074285
75,"Cashback",2006,"Sep 11 2015, 20:24","",https://www.criticker.com/film/Cashback-2006/,tt0460740
